"","age3","sex2","race3","educat4","povgap4","pov2","svefreq2","foodindsev","qweight_pu","x1_sampcts","x1_popcts","wts","sampled_x1_label","abcat","dfcat","cdcat","bccat","nj","J_cell","grp1id","grp2id","grp3id","grp4id","grp5id","grp6id","grp7id"
"1643","1","2","3","4","2","2","1","0",16113,4,19308,4827,87,"1","1","12","3",4,150,0,0,0,0,0,0,0
"1644","3","1","2","2","4","2","1","0",4835,5,12087,2417.4,198,"1","1","6","1",5,328,0,0,0,0,0,0,0
"1645","3","1","2","2","1","1","1","0",1705,22,25556,1161.63636363636,195,"1","1","6","1",13,323,0,0,1,1,0,0,0
"1646","3","2","3","3","4","2","1","0",2213,3,8180,2726.66666666667,265,"3","1","11","3",2,445,0,0,0,0,0,0,0
"1647","2","1","2","3","2","2","2","0",1464,5,9915,1983,109,"1","2","7","1",1,181,1,0,0,0,1,0,0
"1648","2","2","2","4","4","2","1","0",940,18,22583,1254.61111111111,160,"2","1","8","2",13,264,0,0,0,0,0,0,0
"1649","3","2","2","1","1","2","1","0",6911,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"1650","3","2","2","2","1","2","1","0",9634,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"1651","2","2","2","4","3","2","1","0",912,15,20773,1384.86666666667,159,"2","1","8","2",14,262,0,0,0,0,0,0,0
"1652","2","1","3","1","4","2","2","0",571,1,5738,5738,119,"1","4","9","1",1,196,1,1,0,0,1,0,0
"1653","3","2","2","4","4","2","2","0",2209,23,18956,824.173913043478,253,"3","4","8","2",4,424,1,1,0,0,0,0,1
"1654","3","1","3","4","4","2","1","0",18606,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1655","2","2","3","1","1","2","2","1",3465,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"1656","3","2","2","1","1","1","1","0",8605,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"1657","2","2","2","3","1","1","2","0",1354,15,25781,1718.73333333333,153,"2","1","7","2",6,252,1,0,0,1,0,0,0
"1658","3","1","2","1","1","1","2","0",817,9,29342,3260.22222222222,191,"1","1","5","1",5,319,1,0,0,1,1,0,0
"1659","3","2","3","3","1","2","2","0",1999,19,17296,910.315789473684,262,"3","1","11","3",9,440,1,0,0,0,0,0,0
"1660","3","2","2","2","1","1","2","0",830,37,53836,1455.02702702703,242,"3","1","6","2",9,403,1,0,0,1,0,0,0
"1661","2","1","3","4","2","2","1","0",5580,4,11054,2763.5,128,"1","1","12","1",3,211,0,0,0,0,0,0,0
"1662","3","1","3","3","2","2","1","0",9440,2,7896,3948,216,"1","1","11","1",1,360,0,0,0,0,0,0,0
"1663","3","1","1","4","2","2","1","0",5280,18,22873,1270.72222222222,188,"1","1","4","1",17,312,0,0,0,0,0,0,0
"1664","1","2","2","3","4","2","1","0",3087,5,20375,4075,69,"1","1","7","2",4,115,0,0,0,0,0,0,0
"1665","2","1","3","4","1","1","1","0",3333,8,14568,1821,127,"1","1","12","1",6,209,0,0,1,0,0,0,0
"1666","3","1","1","4","4","2","1","0",1661,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"1667","2","2","1","4","4","2","1","0",4718,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1668","1","1","3","2","1","1","2","0",160,22,40735,1851.59090909091,32,"1","1","10","1",8,51,1,0,0,0,1,1,0
"1669","3","2","3","1","1","1","1","0",8600,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1670","1","2","3","3","2","2","1","0",1177,11,24113,2192.09090909091,83,"1","1","11","3",5,142,0,0,0,0,0,0,0
"1671","3","2","1","4","1","1","2","0",3638,15,45846,3056.4,234,"3","1","4","1",3,390,1,0,0,0,0,0,1
"1672","3","2","2","1","1","1","2","0",2810,26,50035,1924.42307692308,238,"3","1","5","2",7,397,1,0,0,1,0,0,0
"1673","2","2","3","4","4","2","1","0",9060,14,31176,2226.85714285714,175,"2","1","12","3",12,292,0,0,0,0,0,0,0
"1674","2","2","2","3","1","1","2","0",917,15,25781,1718.73333333333,153,"2","1","7","2",6,252,1,0,0,1,0,0,0
"1675","1","2","3","3","4","2","2","0",685,8,17720,2215,85,"1","4","11","3",5,147,1,1,0,0,0,1,0
"1676","3","2","2","2","1","1","1","0",3682,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"1677","2","2","1","4","4","2","1","0",1332,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1678","2","1","3","1","1","2","1","0",31949,9,40052,4450.22222222222,116,"1","1","9","1",5,191,0,0,1,0,0,0,0
"1679","1","1","1","3","2","2","1","0",23023,2,18703,9351.5,6,"1","1","3","1",1,8,0,0,0,0,0,0,0
"1680","1","1","2","2","1","1","2","0",2497,14,31099,2221.35714285714,16,"1","1","6","1",5,26,1,0,0,1,1,1,0
"1681","1","2","2","3","2","2","1","0",5891,8,19447,2430.875,67,"1","1","7","2",5,111,0,0,0,0,0,0,0
"1682","3","2","3","1","1","2","1","0",8673,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1683","3","1","3","2","2","2","1","0",7460,5,11236,2247.2,212,"1","1","10","1",3,353,0,0,0,0,0,0,0
"1684","1","1","1","4","4","2","1","0",3062,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"1685","3","1","1","4","3","2","1","0",2299,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1686","2","2","3","4","2","2","2","0",413,6,13051,2175.16666666667,173,"2","2","12","3",4,289,1,0,0,0,0,0,1
"1687","3","1","2","2","1","1","2","1",1728,22,25556,1161.63636363636,195,"1","1","6","1",9,324,1,0,0,1,1,0,0
"1688","3","1","3","1","1","1","2","1",2157,26,53061,2040.80769230769,207,"1","1","9","1",15,345,1,0,0,0,1,0,0
"1689","2","2","3","2","1","2","1","1",18328,14,35944,2567.42857142857,164,"2","1","10","3",3,271,0,0,1,0,0,0,0
"1690","3","2","2","2","2","2","1","0",4458,7,17857,2551,243,"3","1","6","2",6,404,0,0,0,0,0,0,0
"1691","1","1","3","2","1","1","1","0",31023,22,40735,1851.59090909091,32,"1","1","10","1",14,50,0,0,1,0,0,0,0
"1692","3","2","1","4","4","2","1","0",1953,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1693","3","2","2","4","1","2","2","0",1990,14,12656,904,250,"3","1","8","2",6,419,1,0,0,1,0,0,1
"1694","3","1","2","3","1","1","2","0",3009,13,19286,1483.53846153846,199,"1","1","7","1",9,330,1,0,0,1,1,0,0
"1695","1","1","3","3","1","2","1","0",1995,11,39511,3591.90909090909,36,"1","1","11","1",8,57,0,0,1,0,0,0,0
"1696","1","2","2","2","1","1","1","0",7245,14,30524,2180.28571428571,62,"1","1","6","2",6,101,0,0,1,1,0,0,0
"1697","1","2","3","1","1","1","2","0",6158,24,193083,8045.125,74,"1","1","9","3",14,125,1,0,0,0,0,1,0
"1698","3","1","2","1","2","2","1","0",6294,3,10941,3647,192,"1","1","5","1",3,320,0,0,0,0,0,0,0
"1699","2","2","2","4","2","2","1","0",2503,11,8796,799.636363636364,158,"2","1","8","2",7,260,0,0,0,0,0,0,0
"1700","1","2","3","2","1","1","2","0",3492,32,38540,1204.375,78,"1","1","10","3",18,133,1,0,0,0,0,1,0
"1701","3","1","3","4","4","2","1","0",5165,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1702","3","2","1","3","3","2","1","0",11114,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"1703","3","1","3","2","1","1","1","0",13275,13,19180,1475.38461538462,211,"1","1","10","1",7,351,0,0,1,0,0,0,0
"1704","3","1","1","4","1","2","1","0",8229,13,32173,2474.84615384615,187,"1","1","4","1",12,310,0,0,1,0,0,0,0
"1705","1","1","1","4","4","2","1","0",18560,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"1706","2","2","2","4","3","2","1","0",2020,15,20773,1384.86666666667,159,"2","1","8","2",14,262,0,0,0,0,0,0,0
"1707","3","1","3","4","4","2","1","0",282,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1708","3","2","3","2","1","2","1","0",2332,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"1709","3","2","3","2","3","2","2","0",857,9,15782,1753.55555555556,260,"3","3","10","3",3,436,1,0,0,0,0,0,0
"1710","3","1","1","4","4","2","1","0",3255,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"1711","1","1","3","4","4","2","1","0",1510,12,34000,2833.33333333333,43,"1","1","12","1",9,71,0,0,0,0,0,0,0
"1712","2","2","2","3","4","2","2","1",1855,4,10669,2667.25,156,"2","4","7","2",1,257,1,1,0,0,0,0,0
"1713","1","2","2","1","1","1","2","0",3108,10,128276,12827.6,59,"1","1","5","2",6,98,1,0,0,1,0,1,0
"1714","3","1","2","4","1","2","1","0",3446,9,6783,753.666666666667,203,"1","1","8","1",6,337,0,0,1,1,0,0,0
"1715","3","2","3","4","1","2","2","0",1813,24,13255,552.291666666667,266,"3","1","12","3",11,448,1,0,0,0,0,0,1
"1716","3","1","2","4","1","1","1","0",2230,9,6783,753.666666666667,203,"1","1","8","1",6,337,0,0,1,1,0,0,0
"1717","2","1","2","3","2","2","1","0",5190,5,9915,1983,109,"1","1","7","1",4,180,0,0,0,0,0,0,0
"1718","1","2","3","1","1","2","1","0",30272,24,193083,8045.125,74,"1","1","9","3",10,124,0,0,1,0,0,0,0
"1719","3","1","2","2","3","2","1","0",2547,7,23273,3324.71428571429,197,"1","1","6","1",4,326,0,0,0,0,0,0,0
"1720","3","2","1","3","1","2","1","0",2791,22,45927,2087.59090909091,230,"3","1","3","1",17,382,0,0,1,0,0,0,0
"1721","3","1","1","4","3","2","1","0",8229,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1722","3","2","1","4","4","2","1","0",7103,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1723","3","1","3","4","4","2","1","0",636,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1724","3","2","1","4","4","2","1","0",3854,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1725","2","1","1","3","1","1","1","0",8578,1,16715,16715,97,"1","1","3","1",1,162,0,0,1,0,0,0,0
"1726","1","2","1","4","1","1","1","0",1824,5,62249,12449.8,55,"1","1","4","1",4,89,0,0,1,0,0,0,0
"1727","1","2","3","3","3","2","1","0",1670,13,29405,2261.92307692308,84,"1","1","11","3",8,144,0,0,0,0,0,0,0
"1728","1","2","1","4","4","2","1","0",2612,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1729","3","2","3","4","1","1","2","1",3612,24,13255,552.291666666667,266,"3","1","12","3",11,448,1,0,0,0,0,0,1
"1730","2","2","3","2","3","2","1","0",5227,4,14878,3719.5,166,"2","1","10","3",3,274,0,0,0,0,0,0,0
"1731","1","2","3","2","1","2","1","0",1200,32,38540,1204.375,78,"1","1","10","3",14,132,0,0,1,0,0,0,0
"1732","3","2","1","4","4","2","1","0",5873,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1733","2","1","3","2","1","1","2","0",460,13,27187,2091.30769230769,120,"1","1","10","1",7,198,1,0,0,0,1,0,0
"1734","3","1","2","3","1","2","1","0",23286,13,19286,1483.53846153846,199,"1","1","7","1",4,329,0,0,1,1,0,0,0
"1735","3","1","3","3","4","2","1","0",12404,8,7879,984.875,218,"1","1","11","1",7,364,0,0,0,0,0,0,0
"1736","1","2","3","2","3","2","2","0",1856,7,11173,1596.14285714286,80,"1","3","10","3",3,137,1,0,0,0,0,1,0
"1737","3","2","3","1","1","2","1","1",4261,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1738","2","1","2","3","2","2","1","0",9851,5,9915,1983,109,"1","1","7","1",4,180,0,0,0,0,0,0,0
"1739","1","2","2","2","3","2","2","0",2224,8,16195,2024.375,64,"1","3","6","2",4,106,1,0,0,0,0,1,0
"1740","3","1","1","4","2","2","1","0",439,18,22873,1270.72222222222,188,"1","1","4","1",17,312,0,0,0,0,0,0,0
"1741","3","1","3","3","1","2","2","0",3024,12,6855,571.25,215,"1","1","11","1",3,359,1,0,0,0,1,0,0
"1742","1","1","3","2","1","2","1","0",8866,22,40735,1851.59090909091,32,"1","1","10","1",14,50,0,0,1,0,0,0,0
"1743","2","2","3","4","2","2","2","0",1794,6,13051,2175.16666666667,173,"2","2","12","3",4,289,1,0,0,0,0,0,1
"1744","3","1","3","4","4","2","1","0",14984,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1745","2","1","1","4","4","2","1","0",8668,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"1746","2","2","1","4","3","2","1","0",646,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"1747","3","2","2","2","2","2","1","0",4367,7,17857,2551,243,"3","1","6","2",6,404,0,0,0,0,0,0,0
"1748","1","1","3","2","1","1","1","0",897,22,40735,1851.59090909091,32,"1","1","10","1",14,50,0,0,1,0,0,0,0
"1749","2","1","3","4","4","2","1","0",4104,14,26167,1869.07142857143,130,"1","1","12","1",14,215,0,0,0,0,0,0,0
"1750","3","2","2","2","1","2","1","0",2961,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"1751","3","1","2","2","1","2","1","0",4492,22,25556,1161.63636363636,195,"1","1","6","1",13,323,0,0,1,1,0,0,0
"1752","2","1","3","2","1","1","2","0",764,13,27187,2091.30769230769,120,"1","1","10","1",7,198,1,0,0,0,1,0,0
"1753","3","2","1","4","4","2","1","0",3195,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1754","3","1","1","4","3","2","1","0",596,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1755","3","2","1","4","4","2","1","0",6100,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1756","1","2","3","4","4","2","1","0",686,25,41059,1642.36,89,"1","1","12","3",25,153,0,0,0,0,0,0,0
"1757","1","2","3","3","1","2","1","0",11626,35,48700,1391.42857142857,82,"1","1","11","3",22,140,0,0,1,0,0,0,0
"1758","3","1","3","2","1","2","1","0",5756,13,19180,1475.38461538462,211,"1","1","10","1",7,351,0,0,1,0,0,0,0
"1759","2","2","2","4","3","2","1","0",1674,15,20773,1384.86666666667,159,"2","1","8","2",14,262,0,0,0,0,0,0,0
"1760","1","1","2","3","4","2","1","0",5342,4,19232,4808,23,"1","1","7","1",4,39,0,0,0,0,0,0,0
"1761","2","2","1","4","4","2","1","0",5545,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1762","3","1","3","4","3","2","1","0",28341,5,16680,3336,221,"1","1","12","1",5,369,0,0,0,0,0,0,0
"1763","1","2","1","4","4","2","1","0",579,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1764","3","2","1","4","4","2","2","0",4334,83,94931,1143.74698795181,237,"3","4","4","1",7,395,1,1,0,0,0,0,1
"1765","3","2","1","4","4","2","2","0",3534,83,94931,1143.74698795181,237,"3","4","4","1",7,395,1,1,0,0,0,0,1
"1766","1","1","2","2","1","2","1","0",3910,14,31099,2221.35714285714,16,"1","1","6","1",9,25,0,0,1,1,0,0,0
"1767","1","1","3","3","4","2","2","0",37212,5,18547,3709.4,39,"1","4","11","1",3,64,1,1,0,0,1,1,0
"1768","1","2","3","2","2","2","1","0",3974,6,18196,3032.66666666667,79,"1","1","10","3",2,134,0,0,0,0,0,0,0
"1769","1","2","2","3","1","2","2","0",2276,17,50074,2945.52941176471,66,"1","1","7","2",7,110,1,0,0,1,0,1,0
"1770","3","2","2","4","3","2","1","0",2935,19,17668,929.894736842105,252,"3","1","8","2",17,421,0,0,0,0,0,0,0
"1771","3","1","3","1","1","1","1","0",10375,26,53061,2040.80769230769,207,"1","1","9","1",11,344,0,0,1,0,0,0,0
"1772","3","2","3","2","1","2","1","0",3693,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"1773","1","1","1","2","3","2","1","0",5675,4,25640,6410,4,"1","1","2","1",3,5,0,0,0,0,0,0,0
"1774","3","2","3","2","1","1","1","0",4308,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"1775","1","2","3","2","1","2","1","1",7528,32,38540,1204.375,78,"1","1","10","3",14,132,0,0,1,0,0,0,0
"1776","1","1","2","3","4","2","1","0",8515,4,19232,4808,23,"1","1","7","1",4,39,0,0,0,0,0,0,0
"1777","3","2","3","1","1","1","1","0",4759,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1778","3","2","3","1","1","1","1","0",2562,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1779","1","2","3","2","2","2","2","0",168,6,18196,3032.66666666667,79,"1","2","10","3",4,135,1,0,0,0,0,1,0
"1780","2","2","3","2","4","2","1","0",1368,5,5964,1192.8,167,"2","1","10","3",3,276,0,0,0,0,0,0,0
"1781","1","1","3","3","4","2","1","0",3305,5,18547,3709.4,39,"1","1","11","1",2,63,0,0,0,0,0,0,0
"1782","3","1","3","1","1","2","2","0",5082,26,53061,2040.80769230769,207,"1","1","9","1",15,345,1,0,0,0,1,0,0
"1783","1","1","2","3","1","2","1","0",3878,10,26460,2646,20,"1","1","7","1",7,33,0,0,1,1,0,0,0
"1784","3","2","3","2","1","2","2","0",4348,27,37033,1371.59259259259,258,"3","1","10","3",11,432,1,0,0,0,0,0,0
"1785","3","2","1","4","4","2","1","0",3429,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1786","2","1","2","2","1","1","2","1",1126,15,24888,1659.2,105,"1","1","6","1",10,174,1,0,0,1,1,0,0
"1787","3","2","3","2","2","2","2","0",446,7,11636,1662.28571428571,259,"3","2","10","3",2,434,1,0,0,0,0,0,0
"1788","1","2","3","4","4","2","1","0",318,25,41059,1642.36,89,"1","1","12","3",25,153,0,0,0,0,0,0,0
"1789","3","2","2","4","1","1","1","0",341,14,12656,904,250,"3","1","8","2",8,418,0,0,1,1,0,0,0
"1790","1","1","3","3","2","2","1","0",37212,8,20779,2597.375,37,"1","1","11","1",4,59,0,0,0,0,0,0,0
"1791","2","1","1","4","4","2","1","0",2528,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"1792","1","1","3","3","1","2","1","0",534,11,39511,3591.90909090909,36,"1","1","11","1",8,57,0,0,1,0,0,0,0
"1793","1","2","3","4","4","2","1","0",767,25,41059,1642.36,89,"1","1","12","3",25,153,0,0,0,0,0,0,0
"1794","3","2","2","3","3","2","1","0",1942,5,18560,3712,248,"3","1","7","2",3,414,0,0,0,0,0,0,0
"1795","3","1","3","3","2","2","2","0",988,2,7896,3948,216,"1","2","11","1",1,361,1,0,0,0,1,0,0
"1796","1","1","1","4","4","2","1","0",11894,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"1797","3","1","3","1","1","1","2","0",1338,26,53061,2040.80769230769,207,"1","1","9","1",15,345,1,0,0,0,1,0,0
"1798","3","1","1","1","1","1","1","0",16646,4,47571,11892.75,176,"1","1","1","1",3,294,0,0,1,0,0,0,0
"1799","2","2","3","4","1","1","1","0",3972,9,16582,1842.44444444444,172,"2","1","12","3",6,286,0,0,1,0,0,0,0
"1800","3","1","3","4","4","2","1","0",7278,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1801","2","2","2","1","1","2","1","0",912,11,20880,1898.18181818182,145,"2","1","5","2",5,239,0,0,1,1,0,0,0
"1802","2","2","1","4","4","2","1","0",5774,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1803","1","1","3","3","1","1","2","1",2294,11,39511,3591.90909090909,36,"1","1","11","1",3,58,1,0,0,0,1,1,0
"1804","3","2","2","1","2","2","1","0",8550,3,11795,3931.66666666667,239,"3","1","5","2",2,398,0,0,0,0,0,0,0
"1805","1","2","2","4","4","2","1","0",862,6,21449,3574.83333333333,73,"1","1","8","2",6,123,0,0,0,0,0,0,0
"1806","2","2","2","3","1","1","2","0",2536,15,25781,1718.73333333333,153,"2","1","7","2",6,252,1,0,0,1,0,0,0
"1807","3","1","2","2","4","2","1","0",8161,5,12087,2417.4,198,"1","1","6","1",5,328,0,0,0,0,0,0,0
"1808","3","2","2","2","1","1","2","0",2271,37,53836,1455.02702702703,242,"3","1","6","2",9,403,1,0,0,1,0,0,0
"1809","2","2","2","2","3","2","1","0",698,8,17338,2167.25,151,"2","1","6","2",5,248,0,0,0,0,0,0,0
"1810","1","2","3","3","2","2","2","1",997,11,24113,2192.09090909091,83,"1","2","11","3",6,143,1,0,0,0,0,1,0
"1811","2","1","2","2","1","2","1","0",4068,15,24888,1659.2,105,"1","1","6","1",5,173,0,0,1,1,0,0,0
"1812","1","1","3","4","4","2","2","0",468,12,34000,2833.33333333333,43,"1","4","12","1",3,72,1,1,0,0,1,1,1
"1813","1","2","1","3","1","1","1","0",5546,7,50165,7166.42857142857,51,"1","1","3","1",6,83,0,0,1,0,0,0,0
"1814","1","2","3","3","2","2","2","0",9059,11,24113,2192.09090909091,83,"1","2","11","3",6,143,1,0,0,0,0,1,0
"1815","3","1","1","4","1","2","1","0",5692,13,32173,2474.84615384615,187,"1","1","4","1",12,310,0,0,1,0,0,0,0
"1816","1","2","1","2","1","1","1","0",7864,2,32868,16434,47,"1","1","2","1",2,77,0,0,1,0,0,0,0
"1817","3","2","3","2","4","2","1","0",10232,6,13710,2285,261,"3","1","10","3",5,437,0,0,0,0,0,0,0
"1818","2","1","3","4","1","2","1","0",3531,8,14568,1821,127,"1","1","12","1",6,209,0,0,1,0,0,0,0
"1819","3","2","1","4","1","1","1","0",1771,15,45846,3056.4,234,"3","1","4","1",12,389,0,0,1,0,0,0,0
"1820","3","1","3","3","1","2","1","1",7168,12,6855,571.25,215,"1","1","11","1",9,358,0,0,1,0,0,0,0
"1821","3","1","1","3","1","1","1","0",7968,7,27791,3970.14285714286,183,"1","1","3","1",6,304,0,0,1,0,0,0,0
"1822","1","1","1","4","4","2","1","0",1251,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"1823","3","2","2","2","1","2","2","0",1134,37,53836,1455.02702702703,242,"3","1","6","2",9,403,1,0,0,1,0,0,0
"1824","1","2","2","2","1","1","1","0",1458,14,30524,2180.28571428571,62,"1","1","6","2",6,101,0,0,1,1,0,0,0
"1825","2","2","3","3","3","2","2","1",2547,8,12911,1613.875,170,"2","3","11","3",5,283,1,0,0,0,0,0,0
"1826","2","2","3","4","3","2","1","0",301,17,20238,1190.47058823529,174,"2","1","12","3",15,290,0,0,0,0,0,0,0
"1827","1","2","1","4","2","2","1","0",16307,7,47757,6822.42857142857,56,"1","1","4","1",6,91,0,0,0,0,0,0,0
"1828","3","2","3","2","1","1","2","1",2030,27,37033,1371.59259259259,258,"3","1","10","3",11,432,1,0,0,0,0,0,0
"1829","2","1","1","4","3","2","1","0",2312,4,38443,9610.75,102,"1","1","4","1",4,168,0,0,0,0,0,0,0
"1830","1","2","3","2","1","1","2","0",2550,32,38540,1204.375,78,"1","1","10","3",18,133,1,0,0,0,0,1,0
"1831","1","2","1","1","3","2","1","0",9290,1,79412,79412,46,"1","1","1","1",1,76,0,0,0,0,0,0,0
"1832","3","2","3","3","2","2","1","0",10346,4,6631,1657.75,263,"3","1","11","3",3,441,0,0,0,0,0,0,0
"1833","3","2","3","2","3","2","1","0",1052,9,15782,1753.55555555556,260,"3","1","10","3",6,435,0,0,0,0,0,0,0
"1834","2","2","2","3","2","2","1","0",5274,3,15201,5067,154,"2","1","7","2",3,253,0,0,0,0,0,0,0
"1835","2","2","2","4","4","2","2","0",1557,18,22583,1254.61111111111,160,"2","4","8","2",5,265,1,1,0,0,0,0,1
"1836","2","1","2","2","4","2","2","0",3555,3,7470,2490,107,"1","4","6","1",1,177,1,1,0,0,1,0,0
"1837","3","1","1","4","3","2","1","0",4184,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1838","1","2","3","1","1","1","1","0",2054,24,193083,8045.125,74,"1","1","9","3",10,124,0,0,1,0,0,0,0
"1839","1","1","3","3","1","2","1","0",2738,11,39511,3591.90909090909,36,"1","1","11","1",8,57,0,0,1,0,0,0,0
"1840","3","2","2","4","4","2","1","0",2132,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"1841","1","2","3","2","1","2","2","0",3782,32,38540,1204.375,78,"1","1","10","3",18,133,1,0,0,0,0,1,0
"1842","1","2","2","3","1","1","1","0",7184,17,50074,2945.52941176471,66,"1","1","7","2",10,109,0,0,1,1,0,0,0
"1843","3","2","2","3","1","2","1","0",3712,29,35937,1239.20689655172,246,"3","1","7","2",17,410,0,0,1,1,0,0,0
"1844","3","2","3","3","1","2","2","0",1582,19,17296,910.315789473684,262,"3","1","11","3",9,440,1,0,0,0,0,0,0
"1845","1","1","3","4","1","1","1","0",4440,4,21961,5490.25,40,"1","1","12","1",2,65,0,0,1,0,0,0,0
"1846","1","1","2","2","2","2","1","0",632,6,13569,2261.5,17,"1","1","6","1",2,27,0,0,0,0,0,0,0
"1847","1","2","3","2","1","1","2","0",1414,32,38540,1204.375,78,"1","1","10","3",18,133,1,0,0,0,0,1,0
"1848","3","1","3","2","3","2","1","0",8759,2,13747,6873.5,213,"1","1","10","1",1,355,0,0,0,0,0,0,0
"1849","3","2","3","1","1","1","1","0",6518,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1850","3","2","3","3","3","2","2","0",3516,13,10717,824.384615384615,264,"3","3","11","3",6,444,1,0,0,0,0,0,0
"1851","1","2","2","3","4","2","2","0",7447,5,20375,4075,69,"1","4","7","2",1,116,1,1,0,0,0,1,0
"1852","1","1","2","2","1","1","1","0",1081,14,31099,2221.35714285714,16,"1","1","6","1",9,25,0,0,1,1,0,0,0
"1853","3","2","3","1","1","2","2","0",1604,54,85439,1582.2037037037,254,"3","1","9","3",19,426,1,0,0,0,0,0,0
"1854","3","1","2","4","1","2","1","0",6214,9,6783,753.666666666667,203,"1","1","8","1",6,337,0,0,1,1,0,0,0
"1855","3","2","3","4","1","1","1","0",5491,24,13255,552.291666666667,266,"3","1","12","3",13,447,0,0,1,0,0,0,0
"1856","2","2","1","4","4","2","1","0",1382,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1857","1","2","3","4","1","1","1","0",1714,15,31521,2101.4,86,"1","1","12","3",10,148,0,0,1,0,0,0,0
"1858","2","2","1","4","4","2","1","0",1600,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1859","1","1","3","2","1","1","1","0",5622,22,40735,1851.59090909091,32,"1","1","10","1",14,50,0,0,1,0,0,0,0
"1860","2","2","2","4","3","2","2","0",3516,15,20773,1384.86666666667,159,"2","3","8","2",1,263,1,0,0,0,0,0,1
