subject_id,adultx,qbor,childx,imp_female,imp_pdisyes,imp_pothyes,imp_pregyes,imp_pretyes,imp_psnapyes,imp_puiyes,imp_pwelfyes,imp_race,opmpov,opmthresh,qa4_age1_tc,qa4_gender1,qa4_rel1,qa4_age2_tc,qa4_gender2,qa4_rel2,qa4_age3_tc,qa4_gender3,qa4_rel3,qa4_age4_tc,qa4_gender4,qa4_rel4,qa4_age5_tc,qa4_gender5,qa4_rel5,qa4_age6_tc,qa4_gender6,qa4_rel6,qa4_age7_tc,qa4_gender7,qa4_rel7,qa4_age8_tc,qa4_gender8,qa4_rel8,qa4_age9_tc,qa4_gender9,qa4_rel9,qa1,qa8,qa9,qa9a,qa10,qa11,qb1,qb2,qb4,qb6,qc1,qc2,qc3,qc4,qc5_1,qc5_2,qc5_3,qc5_4,qc5_5,qc5_6,qc5_7,qc5_8,qc5_9,qc5_10,qc5_11,qc5_12,qc6,qd1,qd2,qd7,qd3,qd4,qd5,qd6x,qd6,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qg0,qg2,qg2x,qg3,qg5,qg5x,qh1,qh2a,qh2b,qh3,qh4a,qh4b,qh5_1,qh5_2,qh5_3,qh5_4,qh5_5,qh5_6,qh5_7,qh5_8,qh5_9,qh5_10,qh6_1,qh6_2,qh6_3,qh6_4,qh6_5,qh6_6,qh6_7,qh7,qh7a,qh7b,qh9,qh10,qh10f,qh18,qi1,qi2_asian,qi2_black,qi2_hpa,qi2_natam,qi2_oth,qi2_white,qi3,qi5,qi6,qi8,qi9,qi10,qa3_age_tc,qa3_gender,sppart,qweight_p,qweight_pu,spmthresh,spmpov,qh19f,qb5_1,qb5_2,qb5_3,qb5_4,qb5_5,qb5_6,imp_earnhd_tc,imp_earnsp_tc,imp_incret_tc,imp_incdis_tc,imp_incwelf_tc,imp_incui_tc,imp_incsnap_tc,imp_increg_tc,imp_incoth_tc,imp_incothhh_tc,qh6_7x_tc,qh6_6x_tc,qh6_5x_tc,qh6_4x_tc,qh6_3x_tc,qh6_2x_tc,qh6_1x_tc,qh1x_tc,qh3x_tc,qh7x_tc,imp_chwoop_tc,imp_pmoop_tc,qa8x_tc,qa9x_tc,qa10x_tc,qh10x_tc,qh18x_tc,qh19x_tc,spmres_tc,opmres_tc,opmincneeds_tc,spmincneeds_tc,qsurveyyear,qsurveymonth
1866,2,2,2,1,2,2,2,2,1,2,1,4,2,23283,16,1,3,11,2,3,71,2,13,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,1,2,1,2,2,,2,,2,2,2,2,1,2,1,2,2,2,2,2,3,3,2,2,2,2,3,6,1,1,3,3,2,2,2,2,2,2,2,1,1,10,,,,1,,,,,,2,2,1,2,1,2,2,1,2,2,,,97,,1,,,1,,,2,,,1,2,2,2,2,2,1,2,6,3,1,1,,,51,2,2,893,446,31258.188,2,1,,,,,,,15000,0,0,0,0,0,3000,0,0,20000,,,3000,,,,,15000,,20000,2600,100,950,950,,,100,50,60199.535,46729.48,2.0070214,1.9258806,2013,2
1294,2,3,3,1,1,1,2,2,2,2,2,5,2,27400,38,1,1,7,1,3,1,1,3,1,2,3,,,,,,,,,,,,,,,,2,,,,1,2,4,3,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,7,1,1,3,3,2,2,2,2,2,2,3,2,1,11,1,1,12,1,,,1,,,2,1,2,2,2,2,2,2,2,1,,1,,,,,1,1,,,1,1,4,1,1,2,2,2,2,1,2,1,7,1,1,,1,29,2,1,635,318,35962.707,2,3,2,2,2,1,2,2,89000,40000,0,8052,0,0,0,0,0,0,23652,,,,,22000,,89000,40000,0,5842.8193,0,,,936,1000,0,2000,120835.28,175402,6.4015326,3.3600163,2013,1
1527,7,1,2,1,1,2,2,1,1,2,2,2,1,50416,52,1,1,30,2,9,23,2,9,28,1,9,22,1,9,22,1,9,1,2,3,2,1,3,,,,1,1,1,1,,3,5,3,1,,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,5,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,,1,,,,,,1,1,2,2,1,1,1,1,2,2,1,1,,,1,,,1,,,1,1,98,1,2,2,1,2,2,2,2,6,7,1,1,,,52,2,1,2390,341,62107.191,1,,1,2,2,1,1,2,1800,0,17000,8052,0,0,3600,0,0,1800,,,6312,,,8580,17000,1800,,1800,161.85895,0,300,300,,100,0,,58779.859,29180,.57878453,.94642597,2012,12
132,1,2,0,0,2,2,2,2,2,2,2,5,2,11945,37,1,15,28,2,15,30,2,15,,,,,,,,,,,,,,,,,,,1,1,1,2,,3,5,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,1,2,9,1,1,3,3,1,1,2,1,1,1,1,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,1,2,2,2,2,2,1,6,5,1,1,,2,35,1,2,37212,37212,14487.016,2,2,,,,,,,40000,0,0,0,0,0,0,0,0,0,,,,,,,,40000,,40000,1320,100,1800,800,,,100,110,30038.25,40000,3.3486814,2.0734601,2013,2
284,1,4,0,0,2,2,2,2,2,2,2,1,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,2,6,1,1,3,3,2,2,2,2,2,2,2,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,8,1,1,,1,45,1,2,2528,2528,14962.52,2,2,,,,,,,90000,0,0,0,0,0,0,0,0,0,,,,,,,,100000,,,3000,2000,,,1100,,2000,250,89519.797,140000,11.143822,5.9829359,2013,2
934,2,1,0,0,2,2,2,2,2,1,2,5,2,15374,61,2,13,,,,,,,,,,,,,,,,,,,,,,,,,3,98,98,98,,2,2,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,3,7,1,1,3,3,2,2,2,2,2,2,2,2,1,6,,,,1,,,,,,2,2,2,1,2,2,2,1,2,2,,,,1,,,,98,98,,,,,1,1,2,2,2,2,1,2,1,5,1,1,,1,29,1,2,1067,534,20426.691,2,3,,,,,,,12000,0,0,0,0,0,0,0,0,17113.59,,,,1000,,,,12000,,,900,20,,,,,20,900,32040.672,30113.59,1.9587349,1.5685688,2013,2
2130,2,1,0,1,2,2,2,2,2,2,2,4,2,15374,31,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,3,10,1,1,3,3,2,2,2,2,2,2,3,2,1,10,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,1,2,2,2,2,1,1,8,1,1,,2,28,2,1,1534,767,20426.691,2,3,,,,,,,65000,46000,0,0,0,0,0,0,0,0,,,,,,,,65000,46000,0,20,2000,1695,1695,,,2000,20,91423.25,111000,7.2199817,4.4756761,2013,1
612,2,2,0,1,2,2,2,2,2,1,2,2,2,15374,85,2,9,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,99,2,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,2,7,1,2,2,3,2,2,2,2,2,1,2,1,1,2,,,,99,,99,,,,2,2,2,1,2,2,2,2,2,2,,,,99,,,,99,,99,,,,1,2,2,1,2,2,2,2,6,5,1,1,,,85,2,2,3884,1942,16796.551,2,2,,,,,,,61531.828,0,0,0,0,0,0,0,0,8481.0762,,,,,,,,,,,2496,0,,,,,0,208,51678.297,70062.906,4.5572333,3.0767207,2013,1
2165,2,3,0,0,2,2,2,2,2,2,2,5,2,15374,23,2,9,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,3,4,4,1,,2,,2,,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,,2,2,3,10,1,1,3,3,2,2,2,2,2,2,2,1,1,11,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,98,,,,,1,1,2,2,2,2,1,2,4,5,1,2,2,,57,1,2,1975,988,20426.691,2,2,,,,,,,20000,0,0,0,0,0,0,0,0,20643.904,,,,,,,,20000,,,1248,0,1000,1000,,,0,104,36474.652,40643.902,2.6436777,1.7856368,2013,1
1198,1,4,0,0,2,2,2,2,2,2,2,1,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,2,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,2,8,1,2,3,3,2,2,2,2,2,2,3,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,8,1,1,,,31,1,2,11894,11894,14487.016,2,2,,,,,,,90000,0,0,0,0,0,0,0,0,0,,,,,,,,100000,,,1200,7000,800,800,,,6000,100,72951.797,120000,10.046044,5.0356679,2013,1
2171,2,1,0,0,1,2,2,2,1,2,2,5,1,15374,18,2,9,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,2,5,3,1,,2,,1,1,2,2,1,1,1,1,1,2,1,2,1,2,3,4,1,,1,1,1,7,1,3,2,3,1,1,1,1,2,1,1,2,2,,,,,,,,,,,2,1,2,2,1,2,2,1,2,2,,1,,,1,,,1,,,,,,1,1,2,2,2,2,1,2,1,2,1,1,,1,53,1,2,2676,1338,20426.691,1,,,,,,,,0,0,0,7776,0,0,2400,0,0,600,,,2400,,,7776,,,,600,0,0,527,527,,,0,,16577.648,8376,.5448159,.81156796,2013,1
766,1,5,0,0,1,2,2,1,1,2,2,1,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,99,2,3,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,,1,1,1,2,1,3,2,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,2,2,1,2,2,1,2,2,99,99,,,1,,,,,,,,,98,2,2,2,2,2,2,1,1,2,1,2,2,,51,1,2,16646,16646,14962.52,1,,,,,,,,0,0,0,7763.4961,0,0,2400,0,0,0,,,2400,,,,,,,,0,4598.9473,,,,,,,5564.5488,7763.4961,.64993691,.37189919,2013,3
1498,2,4,0,1,2,2,2,2,2,2,2,3,1,15374,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,1,8,1,1,2,2,1,2,2,1,2,2,1,1,1,3,1,1,6,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,1,2,2,2,2,2,6,7,1,1,,,44,2,1,7945,3972,20426.691,1,3,,,,,,,700,400,0,0,0,0,0,0,0,0,,,,,,,,700,400,10000,400,2000,1350,1350,,,2000,2400,-1188.96,1100,.071549371,-.058206193,2013,2
81,2,2,3,0,2,2,2,2,2,2,2,5,2,27400,38,1,15,38,2,15,59,2,1,8,1,3,6,1,3,2,2,3,,,,,,,,,,3,1,1,2,,2,2,4,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,2,2,2,2,7,1,2,3,3,2,2,2,2,2,2,2,1,1,12,2,1,3,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,2,,,1,1,2,2,2,2,1,2,6,7,1,1,,2,55,1,1,14557,7278,34819.824,2,3,2,2,2,2,2,2,47000,41018.305,0,0,0,0,0,0,0,62200.512,,,,,,,,47000,0,80000,5000,7000,1800,1700,,,6000,2400,144686.83,188018.31,6.8619823,4.6690407,2013,2
2034,1,3,1,1,2,2,2,2,2,2,2,2,2,15825,17,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,5,3,1,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,7,1,3,2,2,1,2,2,1,2,2,1,1,1,11,,,,1,,,,,,2,2,2,2,2,2,1,1,2,2,,,,,,,,1,,,2,,,98,2,2,1,2,2,2,2,6,2,1,1,,1,42,2,2,912,912,21860.984,1,3,,,,,,,18000,0,0,0,0,0,0,0,0,0,,,,,,,,18000,,0,5842.8193,2710.6594,420,420,,,,2400,16132.745,18000,1.1374408,.73796976,2013,1
469,2,1,1,1,2,2,2,2,2,2,2,1,2,18480,42,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,2,,,,99,2,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,9,1,1,3,3,2,2,2,2,2,2,3,1,1,12,1,1,12,99,,99,99,,99,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,1,1,1,1,2,2,2,2,2,2,1,1,7,1,1,,,38,2,1,11549,5774,22623.459,2,3,2,2,2,1,2,2,25305.41,60399.504,0,0,0,0,0,0,0,0,,,,,,,,,,0,2600,2000,,,,600,2000,2000,144686.83,188018.31,11.143822,6.2594085,2013,1
1732,2,4,0,0,2,2,2,2,1,2,1,5,1,15374,52,2,13,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,2,4,1,1,,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,5,3,2,,1,1,1,7,1,3,1,1,3,2,2,3,3,2,1,2,1,6,,,,1,,,,,,2,2,1,2,1,2,1,1,2,2,,,1,,1,,,1,,,,,,1,1,2,2,2,2,2,1,1,5,1,1,,1,22,1,2,4587,2294,20426.691,1,1,,,,,,,2000,0,0,0,0,0,2400,0,0,0,,,2400,,8320,,,2000,,0,1560,1,311,,,,1,30,11371.474,4080,.26538312,.55669677,,
534,1,4,0,1,2,2,2,1,1,2,2,2,2,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,99,98,,1,2,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,2,2,2,8,1,1,3,3,2,2,2,1,2,2,2,2,2,,,,,,,,,,,99,99,2,2,99,2,99,99,2,2,,,,,,,,,,,,,,99,2,2,1,2,2,2,2,1,99,1,2,2,,70,2,2,8550,8550,14487.016,2,,,,,,,,0,0,24000,0,0,0,3155.9373,0,0,0,,,,,,,,,,,0,41.028534,,,,,,,53392.742,50181.324,4.5573812,3.6855583,2012,12
1730,2,2,1,1,2,2,2,2,2,2,2,2,2,18480,17,2,7,24,2,12,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,3,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,1,5,1,1,3,3,2,1,2,1,2,1,1,1,1,6,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,98,,,,,1,2,2,1,2,2,2,2,1,7,1,1,,,33,2,2,1725,862,27512.936,2,3,,,,,,,34000,0,0,0,0,0,0,0,0,62200.512,,,,,,,,34000,,,1641.6156,200,800,800,,,200,500,119831.41,118717.88,6.4241276,4.3554568,2013,1
901,1,1,3,1,1,2,2,1,1,2,2,2,1,23364,16,2,3,9,2,3,6,2,3,,,,,,,,,,,,,,,,,,,1,1,1,1,,3,4,3,1,1,1,3,2,,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,2,2,1,7,1,2,2,3,2,2,2,2,2,2,3,2,2,,,,,,,,,,,1,1,2,2,1,2,1,1,2,2,99,99,,,1,,,,,,2,,,1,2,2,1,2,2,2,2,1,5,1,1,,1,36,2,2,2536,2536,29784.447,1,,,,,,,,0,0,0,5519.9443,0,0,2628,0,0,0,,,2628,,,,,,,,0,0,612,612,,,0,,20275.846,5519.9443,.23625854,.68075281,,
2014,3,4,0,0,2,2,2,2,2,2,2,2,2,17959,56,2,1,22,2,9,,,,,,,,,,,,,,,,,,,,,,2,,,,99,99,2,2,1,,1,5,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,1,7,1,1,3,3,2,2,2,2,2,2,3,1,1,12,1,1,12,99,,99,99,,99,2,2,2,2,2,2,2,2,2,2,,,,,,,,99,,99,,,,98,2,2,1,2,2,2,2,6,3,1,1,,,51,1,1,24482,8161,32284.168,2,,,,,,,,90000,60399.504,0,0,0,0,0,0,0,62200.512,,,,,,,,,,,0,289.09854,,,,,,,144686.83,188018.31,11.143822,6.2594085,2013,3
1326,1,2,0,1,2,2,2,1,2,2,2,2,1,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,3,2,1,,1,3,2,,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,,2,1,1,7,1,2,2,2,1,2,2,1,2,2,2,2,2,,,,,,,,,,,1,2,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,1,2,2,1,2,2,2,2,1,3,1,2,2,2,77,2,2,2271,2271,14962.52,1,,,,,,,,0,0,10800,0,0,0,0,0,0,0,,,,,,,10800,,,,0,100,,,800,,100,,10700,10800,.98083735,.7151202,,
1161,2,4,0,1,2,2,2,2,1,2,2,2,2,15374,19,1,9,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,5,4,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,4,8,1,1,3,3,2,2,2,2,2,2,3,1,1,12,,,,98,2,,,,,2,2,2,2,1,2,2,1,2,2,,,,,1,,,98,98,,,,,1,2,2,1,2,2,2,2,1,3,1,2,2,1,44,2,2,1397,698,20426.691,2,1,,,,,,,7519.5884,0,0,0,0,0,2400,0,0,62200.512,,,2400,,,,,,,,624,23,600,220,,,23,12,99867.93,88578.477,5.7615767,4.8890901,2013,1
1789,3,1,0,1,2,2,2,2,1,2,2,5,2,17959,46,2,13,21,1,12,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,3,5,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,1,2,5,2,2,,1,1,1,5,1,2,1,1,3,2,2,3,3,2,1,1,1,6,,,,98,1,,,,,2,2,2,2,1,2,2,1,2,2,,,,,1,,,1,,,,,,1,1,2,1,2,2,2,2,4,5,1,1,,,18,2,2,2990,997,31258.188,2,1,,,,,,,2485.2488,0,0,0,0,0,2400,0,0,36000,,,2400,,,,,,,36000,1508,100,313,,,,100,29,40107.203,38485.25,2.1429505,1.2830943,2013,1
1206,1,2,1,0,2,2,2,2,2,2,2,2,2,15825,17,2,7,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,4,5,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,10,1,2,2,2,1,2,2,1,2,1,1,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,1,2,2,2,2,1,3,1,1,,,36,1,2,4068,4068,21860.984,2,3,,,,,,,32000,0,0,0,0,0,0,0,0,0,,,,,,,,32000,,0,3177.4004,0,1200,1200,,,0,1000,28619.219,32000,2.0221169,1.3091459,2013,1
681,3,3,0,0,2,2,2,2,2,2,2,5,2,17959,33,1,12,62,2,13,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,,3,4,3,1,,2,,2,,2,1,2,2,2,2,2,2,2,2,2,2,5,3,2,,2,2,2,9,1,1,3,3,2,2,2,2,2,2,2,1,1,3,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,98,1,2,2,2,2,2,1,1,7,1,1,,1,31,1,2,1405,468,31258.188,2,3,,,,,,,90000,0,0,0,0,0,0,0,0,62200.512,,,,,,,,100000,,80000,1000,4455.5435,1400,1400,,,,1000,144686.83,188018.31,11.143822,6.2594085,2013,2
313,2,4,1,1,2,2,2,2,2,2,2,1,1,18480,37,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,4,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,3,10,1,1,3,3,2,2,2,2,2,2,98,2,2,,1,2,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,99,,2,,,1,2,2,2,2,2,2,1,6,5,1,1,,2,24,2,1,11092,5546,27512.936,1,,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,16499.547,,,,,,,,,,,866.15613,500,1100,1100,,,500,,17468.391,16499.547,.89283264,.63491553,2013,3
99,3,4,1,1,2,2,2,2,2,2,2,5,2,24069,51,1,13,52,2,13,16,2,6,,,,,,,,,,,,,,,,,,,4,98,,2,,2,4,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,,2,2,1,7,1,1,3,3,3,2,2,3,3,2,3,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,5,1,1,,2,22,2,2,27176,9059,34819.824,2,2,,,,,,,3699,0,0,0,0,0,0,0,0,36138.988,,,,,,,,3699,,,2819.8208,0,,,,,0,104,39117.496,39837.988,1.6551576,1.123426,,
1591,2,4,0,0,2,2,2,1,2,2,2,1,2,13878,74,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,2,3,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,2,4,8,1,1,3,3,2,2,2,2,2,2,3,2,2,,2,2,,,,,,,,1,2,2,2,2,2,2,1,2,2,1,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,1,7,1,1,,,77,1,1,11384,5692,20426.691,2,,,,,,,,0,0,24000,0,0,0,0,0,0,0,,,,,,,25000,,,0,0,5000,940,940,,,5000,,20897.27,25000,1.8014123,1.0230374,2013,1
1662,2,2,4,1,2,2,2,2,1,2,2,1,1,30678,34,1,1,11,2,3,9,1,3,8,1,3,3,2,3,,,,,,,,,,,,,1,1,1,1,,3,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,3,10,1,1,3,3,2,2,2,2,2,2,3,2,2,,1,1,12,,,,1,,,2,2,2,2,1,2,1,1,2,2,,,,,1,,,1,,,2,,,1,2,2,2,2,2,2,1,1,3,1,2,2,,34,2,1,15728,7864,38231.461,2,1,2,1,2,2,2,2,0,10000,0,0,0,0,3500,0,0,10000,,,3500,,,,,,10000,10000,1560,3000,1000,180,,,3000,30,45951.352,20000,.65193295,1.201925,2013,1
154,2,4,0,1,2,2,2,2,2,2,2,5,2,15374,82,2,13,75,2,17,,,,,,,,,,,,,,,,,,,,,,2,,,,1,3,3,3,2,,1,5,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,1,2,2,8,1,2,3,3,2,2,2,1,2,2,2,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,98,,,,,1,1,2,2,2,2,2,1,6,3,1,1,,,55,2,2,20463,10232,21097.152,2,2,,,,,,,45000,0,0,0,0,0,0,0,0,62200.512,,,,,,,,45000,,,1440,480,,,1800,,480,120,140109.61,151976.36,9.8852844,6.2594085,2013,1
479,3,3,0,0,2,2,2,2,2,2,2,5,2,17959,42,2,1,21,1,9,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,2,3,3,3,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,1,6,1,1,2,2,2,2,2,2,2,1,2,1,1,12,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,1,2,2,2,2,2,1,4,7,3,1,,,47,1,1,10593,3531,31258.188,1,1,,,,,,,14000,10000,0,0,0,0,0,0,0,0,,,,,,,,14000,10000,0,2080,500,1100,550,,,500,40,19078.33,24000,1.3363773,.61034667,2013,2
1725,2,1,0,1,2,2,2,2,1,2,2,1,1,15374,85,1,14,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,1,4,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,1,1,2,6,1,2,2,2,2,2,2,2,2,2,3,2,2,,,,,,,,,,,2,2,2,2,1,2,2,1,2,2,,,,,1,,,1,,,,,,1,2,2,2,2,2,2,1,1,8,1,1,,,52,2,2,3542,1771,20426.691,1,,,,,,,,0,0,0,0,0,0,2400,0,0,1200,,,2400,,,,,,,1200,0,180,240,,,,180,,5108.311,1200,.078053854,.2500802,2013,2
932,1,3,0,0,1,2,2,1,1,2,2,5,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,4,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,5,1,,2,1,1,5,1,3,1,1,2,2,2,1,2,1,1,2,2,,,,,,,,,,,1,1,2,2,1,2,1,1,2,2,1,1,,,1,,,,,,,,,1,1,2,2,2,2,2,1,2,5,1,2,2,,53,1,2,7168,7168,14487.016,2,,,,,,,,0,0,10824,8052,0,0,2400,0,0,0,,,2400,,,10824,10824,,,,0,0,145,145,,,0,,30879.152,21648,1.8123064,2.1315055,2013,2
428,1,1,0,0,1,2,2,2,1,2,2,1,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,,2,2,3,6,1,2,2,2,1,2,2,1,2,1,2,2,2,,,,,,,,,,,2,1,2,2,1,2,1,1,2,2,,98,,,98,,,,,,,,,1,2,2,2,2,2,2,1,1,5,1,1,,,64,1,2,7968,7968,14487.016,1,,,,,,,,0,0,0,8052,0,0,2881.9111,0,0,0,,,,,,,,,,,0,0,830,830,,,0,,12161.156,9204.2441,.77055204,.83945215,2013,1
925,4,4,0,0,2,2,2,2,2,2,2,1,2,23681,56,1,13,58,2,13,21,2,12,,,,,,,,,,,,,,,,,,,4,98,,2,,3,2,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,1,7,1,1,3,3,3,2,2,2,2,2,3,2,1,9,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,1,7,1,1,,1,25,1,2,5005,1251,38231.461,2,2,,,,,,,20000,0,0,0,0,0,0,0,0,62200.512,,,,,,,,20000,,80000,1200,500,,,,,500,100,115378.75,120000,5.0673537,3.0179007,2013,2
2039,2,3,1,1,2,2,2,1,1,2,2,2,2,18480,32,2,14,13,2,7,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,3,3,3,1,,1,3,2,,2,2,2,2,2,1,2,2,2,2,2,2,5,4,2,,2,2,4,7,1,2,3,3,2,2,2,1,2,2,3,2,1,10,,,,1,,,,,,1,2,2,2,1,2,2,2,2,2,1,,,,1,,,98,3,,,,,1,2,2,1,2,2,2,2,2,3,1,1,,,63,2,2,2269,1134,27512.936,2,2,,,,,,,13000,0,9000,0,0,0,3600,0,0,10166.447,,,3600,,,,9000,13000,,,2932.585,500,1150,1150,,,500,60,36919.063,32166.447,1.7406086,1.3418802,2013,1
1709,1,3,0,1,2,2,2,2,2,2,2,2,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,2,2,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,4,10,1,1,3,3,2,2,2,2,2,2,3,1,1,6,,,,98,2,,,,,2,2,2,2,2,1,2,1,2,2,,,,,,,,,,,97,,,1,2,2,1,2,2,2,2,6,3,1,1,,,34,2,2,1458,1458,14487.016,1,1,,,,,,,7403.1978,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1040,100,1000,995,,,100,20,7046.1025,7403.1978,.61977381,.48637363,2013,1
